@id,accessScheme,contentType,parentPid,publishScheme,title,hasData_@id,hasData_checksum_checksumValue,hasData_fileLabel,hasData_format,hasData_size,isDescribedBy_created,isDescribedBy_createdBy,isDescribedBy_lastModifiedBy,isDescribedBy_modified
frl:6473686,public,file,frl:6473684,public,['Polymers and Bioactive Compounds with a Macrophage Modulation Effect for the Rational Design of Hydrogels for Skin Regeneration'],frl:6473686/data,35d3e0ea88b7d163803b448e461d4352,pharmaceutics-15-01655.pdf,application/pdf,1000998,2024-03-21T13:58:39.885+0100,337,337,2024-09-27T13:29:38.161+0200
frl:6473813,public,file,frl:6473812,public,"['Krebs in Rheinland-Pfalz, 2015']",frl:6473813/data,0ccd2c0c60732a27c0c09ddb9cedd979,Krebs_in_RLP_2012.pdf,application/pdf,6469662,2024-03-25T08:12:03.861+0100,339,339,2024-04-10T10:16:01.919+0200
frl:6473815,public,file,frl:6473814,public,"['Krebs in Rheinland-Pfalz, 2014']",frl:6473815/data,af28410f98af9763405fa008607d30c7,Krebs_in_RLP_2011.pdf,application/pdf,6324946,2024-03-25T08:35:27.789+0100,339,339,2024-05-02T13:05:00.278+0200
frl:6473817,public,file,frl:6473816,public,"['Krebs in Rheinland-Pfalz, 2013']",frl:6473817/data,f13d1fbc69c412ac7380e10c4e3682ea,Krebs_in_RLP_2010.pdf,application/pdf,3866463,2024-03-25T09:50:07.598+0100,339,339,2024-05-02T13:50:12.906+0200
frl:6473819,public,file,frl:6473818,public,"['Krebs in Rheinland-Pfalz, 2012']",frl:6473819/data,2c97ffcbcecf8a26c21dd9abd414ff5c,Krebs_in_RLP_2009.pdf,application/pdf,13552002,2024-03-25T09:58:35.324+0100,339,339,2024-05-02T13:55:23.247+0200
frl:6473821,public,file,frl:6473820,public,"['Krebs in Rheinland-Pfalz, 2011']",frl:6473821/data,324e1a745c2bf4db85c87e8041b0deae,Krebs_in_RLP_2008.pdf,application/pdf,4484220,2024-03-25T10:09:11.380+0100,339,339,2024-05-02T13:58:56.444+0200
frl:6473823,public,file,frl:6473822,public,"['Krebs in Rheinland-Pfalz, 2010']",frl:6473823/data,b259eb97c2335684b26a0a86ffcc1237,Krebs_in_RLP_2007.pdf,application/pdf,12171282,2024-03-25T10:25:36.079+0100,339,339,2024-05-02T14:06:30.485+0200
frl:6473825,public,file,frl:6473824,public,"['Krebs in Rheinland-Pfalz, 2009']",frl:6473825/data,33b4bd5d9eb31c4e1f5103fe2030de44,Krebs_in_RLP_2006.pdf,application/pdf,8994065,2024-03-25T10:40:38.744+0100,339,339,2024-05-02T14:09:36.213+0200
frl:6473827,public,file,frl:6473826,public,"['Krebs in Rheinland-Pfalz, 2008']",frl:6473827/data,f702e406b064a246ce3d08042c1dcc98,Krebs_in_RLP_2005.pdf,application/pdf,8725970,2024-03-25T10:45:45.163+0100,339,339,2024-05-02T14:12:14.761+0200
frl:6473829,public,file,frl:6473828,public,"['Krebs in Rheinland-Pfalz, 2006']",frl:6473829/data,11996c3181aa18c3b4d6753ea0066b87,Krebs_in_RLP_2003.pdf,application/pdf,6655021,2024-03-25T10:56:06.055+0100,339,339,2024-05-02T14:15:39.086+0200
frl:6473831,public,file,frl:6473830,public,"['Krebs in Rheinland-Pfalz, 2004']",frl:6473831/data,f0eb06bdc634d79662432c12cc1b5891,Krebs_in_RLP_2002.pdf,application/pdf,5093665,2024-03-25T11:01:11.813+0100,339,339,2024-05-02T14:19:31.599+0200
frl:6473835,public,file,frl:6473834,public,"['Krebs in Rheinland-Pfalz, 2002']",frl:6473835/data,af413005f1c94e678ef4cea234447a21,Krebs_in_RLP_2000.pdf,application/pdf,2340894,2024-03-25T11:16:40.772+0100,339,339,2024-05-02T14:28:14.690+0200
frl:6473851,public,file,frl:6473084,public,['Säuglingssterblichkeit und Gesundheit der Neugeborenen im Jahr 2022'],frl:6473851/data,944d26e3fe0c5b4f3ff09311898f9b86,2285-2200.pdf,application/pdf,324770,2024-03-25T15:07:27.756+0100,339,339,2024-04-02T13:58:27.917+0200
frl:6473856,public,file,frl:6473855,public,['False and missed alarms in seasonal forecasts affect individual adaptation choices'],frl:6473856/data,c360ff54753615cec63151ab8c929e60,qoad031.pdf,application/pdf,1065010,2024-03-26T09:09:34.235+0100,333,317,2024-05-07T10:42:05.130+0200
frl:6473857,public,file,frl:6473091,public,['Gesundheit'],frl:6473857/data,9869dca7760f49a5f94238a809848f50,1540-2300.pdf,application/pdf,871908,2024-03-26T09:18:35.889+0100,339,339,2024-04-02T14:09:53.349+0200
frl:6473859,public,file,frl:6473858,public,"['Benefits of a robotic chamber system for determining evapotranspiration in an erosion-affected, heterogeneous cropland']",frl:6473859/data,80dcfda3748bd04663046d5a61002085,hess-27-3851-2023.pdf,application/pdf,14305428,2024-03-26T09:26:31.488+0100,333,317,2024-05-07T11:00:20.562+0200
frl:6473860,public,file,frl:6473092,public,['Psychische Störungen: beispielloser Anstieg der Hospitalisierungen bei den 10- bis 24-jährigen Frauen'],frl:6473860/data,7ae62460580708738c9c1ce2539877ab,2022-0673-d.pdf,application/pdf,161137,2024-03-26T09:32:18.412+0100,339,339,2024-03-26T09:35:14.775+0100
frl:6473868,public,file,frl:6473867,public,['Towards diverse agricultural land uses: socio-ecological implications of European agricultural pathways for a Swiss orchard region'],frl:6473868/data,e1c7fac2598e2fac419181a2e19ac51f,s10113-023-02092-5.pdf,application/pdf,1340356,2024-03-26T10:12:08.677+0100,333,317,2024-05-07T11:13:45.431+0200
frl:6473870,public,file,frl:6473869,public,['Adjusted to reality? Mandate and functioning of the General Integral Commission of the Grande Tárcoles Rivershed in Costa Rica'],frl:6473870/data,a73ff45d7eeafdf78ea7f0382adef32f,ES-2023-14597.pdf,application/pdf,2195920,2024-03-26T10:26:13.799+0100,333,317,2024-05-07T10:52:13.040+0200
frl:6473872,public,file,frl:6473871,public,['Occurrence of putative Culicoides biting midge vectors (Diptera: Ceratopogonidae) inside and outside barns in Germany and factors influencing their activity'],frl:6473872/data,1b00682a6099e3a77585fbe4f60f7163,s13071-023-05920-z.pdf,application/pdf,1583858,2024-03-26T10:33:13.777+0100,333,317,2024-05-07T11:19:19.442+0200
frl:6473874,public,file,frl:6473873,public,['Examining proximity factors in public-private collaboration models for sustainable agri-food system transformation: a comparative study of two rural communities'],frl:6473874/data,29ebbd14b827735a25ba591a0cd6a0e9,fsufs-07-1248124.pdf,application/pdf,985076,2024-03-26T10:39:59.959+0100,333,317,2024-05-07T10:35:52.969+0200
frl:6473876,public,file,frl:6473875,public,['Dietary amino acids and risk of stroke subtypes'],frl:6473876/data,b992bcedb146501038d34b9f4d9ba4ac,Tong-et-al_2023_Dietary amino acids.pdf,application/pdf,867032,2024-03-26T13:00:23.144+0100,266,317,2024-04-11T06:40:43.537+0200
frl:6473881,public,file,frl:6473877,public,['Multidisciplinary Conferences for Radiology Teaching: Why Medical Students Should See the Significance of Imaging and Lifelong Learning'],frl:6473881/data,558ccc9d616f6e658d9c820250e4f837,document.pdf,application/pdf,324837,2024-03-27T08:41:46.470+0100,25,317,2024-03-27T09:24:08.229+0100
frl:6473882,public,file,frl:6473879,public,"['Exploiting Multidisciplinary Conferences in Radiology: Teaching and Learning Opportunities for Medical Students, Radiologists and Clinicians']",frl:6473882/data,51605c00a326e9b2bcc332431a15fba3,document (1).pdf,application/pdf,506719,2024-03-27T08:45:13.393+0100,25,317,2024-03-27T09:21:13.649+0100
frl:6473883,public,file,frl:6473878,public,['Teaching Radiology Courses: How to Address Learning Needs of Medical Students Through Interacting in Radiology'],frl:6473883/data,b69fb30f87bb5a34aec3dbe93fed4568,document (2).pdf,application/pdf,681740,2024-03-27T08:46:11.782+0100,25,317,2024-03-27T09:18:08.169+0100
frl:6473884,public,file,frl:6473849,public,"['Global, regional, and national burden of cardiovascular diseases in youths and young adults aged 15–39 years in 204 countries/territories, 1990–2019: a systematic analysis of Global Burden of Disease Study 2019']",frl:6473884/data,97e97dc0ed89a891af88ddac87db24c4,s12916-023-02925-4.pdf,application/pdf,9770216,2024-03-27T09:53:03.138+0100,337,288,2024-09-03T11:16:59.257+0200
frl:6473894,public,file,frl:6473893,public,"['Erprobung von Möglichkeiten zur Sömmerung von Karpfenteichen unter Berücksichtigung förderrechtlicher und naturschutzfachlicher Aspekte, Teil 2 / Carl-Richard Miethe, Sebastian Grosser, Gert Füllner, Karsten Wesche, Christiane Ritz, Andreas Scholz']",frl:6473894/data,8fca607b0943d83e16c3c797ae4b387c,LfULG_Schriftenreihe_4_2023.pdf,application/pdf,7733105,2024-03-27T11:43:55.046+0100,18,18,2024-03-27T11:45:14.043+0100
frl:6473909,public,file,frl:6473908,public,['Zeitarbeit: Chance oder Risiko?'],frl:6473909/data,b9ebba5b8dd194dca52ccc31213f84ba,gesundheitsreport-2020-data.pdf,application/pdf,2507902,2024-03-27T15:08:59.737+0100,339,339,2024-05-06T08:34:42.485+0200
frl:6473915,public,file,frl:6473911,public,['Gesundheitsreport - Methodische Hinweise und Ergänzungen'],frl:6473915/data,2e6ea8e357ff320b59ec699dfd828ca2,methodische-hinweise-2020-data.pdf,application/pdf,1829881,2024-03-27T15:14:33.538+0100,339,339,2024-05-06T08:39:55.778+0200
frl:6473920,public,file,frl:6473917,public,['Jahresbericht 2001'],frl:6473920/data,b7e49b2b017a814887256aff478675f2,Krebs_in_RLP_1999-2000.pdf,application/pdf,4103025,2024-03-27T15:39:23.625+0100,339,339,2024-05-02T14:38:52.541+0200
frl:6473922,public,file,frl:6473921,public,['Jahresbericht 1998/99'],frl:6473922/data,218f6c23258dea2fa674681d9c8f5603,Krebs_in_RLP_1998-1999.pdf,application/pdf,6131896,2024-03-27T15:53:43.706+0100,339,339,2024-05-02T15:13:01.416+0200
frl:6473929,public,file,frl:6473538,public,"['Ein Jahr Gewässerforschung, 2023']",frl:6473929/data,b14b01633d8aa5a1320048ad3bc0595c,IGB-Jahresforschungsbericht_2023.pdf,application/pdf,9431863,2024-03-28T09:30:42.758+0100,339,339,2024-04-08T16:01:43.673+0200
frl:6473930,public,file,frl:6473539,public,"['Freshwater research ..., 2023']",frl:6473930/data,3fe69991aa369644f4de221536e1d088,IGB_Annual_Research_Report_2023.pdf,application/pdf,9375414,2024-03-28T09:32:47.248+0100,339,339,2024-04-08T16:06:14.403+0200
frl:6473946,public,file,frl:6473945,public,['Ein Jahr Coronapandemie'],frl:6473946/data,d5736123fa02c1151c3cb95f3ca0be4b,gesundheitsreport-2021-data.pdf,application/pdf,4959910,2024-04-03T13:15:51.963+0200,339,339,2024-05-02T15:18:41.010+0200
frl:6473948,public,file,frl:6473947,public,['Adverse competition-related cognitions questionnaire (ACCQ): Development and preliminary validation of a measure identifying different factors of athletes’ cognitions related to competitions'],frl:6473948/data,18a9fa32aefb7dfad3081a297207aee6,1-s2.0-S1469029223002066-main.pdf,application/pdf,638899,2024-04-03T13:41:58.521+0200,317,317,2024-04-03T13:43:11.456+0200
frl:6473950,public,file,frl:6473949,public,['Change of Intraocular Pressure Over 5 Years and its Relationship to Cardiovascular Parameters: Results From the Gutenberg Health Study'],frl:6473950/data,288f37f5081ae4e2081937ed5ab3e755,i1552-5783-65-1-12_1704364415.51322.pdf,application/pdf,1498863,2024-04-03T13:56:00.184+0200,317,317,2024-04-03T13:56:48.859+0200
frl:6473953,public,file,frl:6473952,public,['Self-report assessment of Positive Appraisal Style (PAS): Development of a process-focused and a content-focused questionnaire for use in mental health and resilience research'],frl:6473953/data,a1410b0601481269e964efb62874c282,journal.pone.0295562.pdf,application/pdf,660528,2024-04-03T14:10:10.444+0200,317,317,2024-04-03T14:10:55.328+0200
frl:6473959,public,file,frl:6473958,public,['Validation of a German version of the Boredom Proneness Scale and the Multidimensional State Boredom Scale'],frl:6473959/data,032f0b093325a5908176170e0e8f31b0,s41598-024-53236-4.pdf,application/pdf,1045329,2024-04-03T14:31:04.714+0200,317,317,2024-04-03T14:32:01.674+0200
frl:6473965,public,file,frl:6473964,public,['Agroecological genetics of biomass allocation in wheat uncovers genotype interactions with canopy shade and plant size'],frl:6473965/data,be88a7cf3a413c3077174c3bd6a92422,Golan-New Phytol-2024.pdf,application/pdf,2665639,2024-04-03T14:52:42.859+0200,325,317,2024-04-03T15:37:34.177+0200
frl:6473967,public,file,frl:6473966,public,['Strong prevalence of light regime-specific QTL in Arabidopsis detected using automated high-throughput phenotyping in fluctuating or constant light'],frl:6473967/data,648ac1a8db285951537e969b4e5272bd,Heuermann-Physiol Plant-2024.pdf,application/pdf,12981734,2024-04-03T15:09:23.083+0200,325,317,2024-04-03T15:39:07.286+0200
frl:6473971,public,file,frl:6473970,public,"[""Good things come to those who wait - a 42-yr study challenges 'trade-off' theories""]",frl:6473971/data,fad2cd4056fc0bba0f5f6fb1ecf26bda,Meitzel-New Phytol-2024.pdf,application/pdf,171989,2024-04-03T15:21:45.631+0200,325,317,2024-04-03T15:43:46.317+0200
frl:6473987,public,file,frl:6473986,public,['Paradigmen der psychologischen Resilienzforschung'],frl:6473987/data,c0a7ac59052b2ae23878b7d1664c6667,arnold-et-al-2023-paradigmen-der-psychologischen-resilienzforschung.pdf,application/pdf,306862,2024-04-04T08:08:50.532+0200,317,317,2024-04-04T08:11:21.758+0200
frl:6473988,public,file,frl:6473974,public,['Brain connectivity networks underlying resting heart rate variability in acute ischemic stroke'],frl:6473988/data,87b8926c4f2a6f89f415799e4ca4ce7b,1-s2.0-S2213158223002498-main.pdf,application/pdf,10387716,2024-04-04T08:25:45.951+0200,317,317,2024-04-04T08:28:11.775+0200
frl:6473989,public,file,frl:6473975,public,['Intraocular Pressure and Its Relation to Climate Parameters—Results From the Gutenberg Health Study'],frl:6473989/data,6395c1c6d517a09ab55a5dee5dd10604,i1552-5783-64-7-15_1686130102.32386.pdf,application/pdf,1092056,2024-04-04T08:31:11.233+0200,317,317,2024-04-04T08:33:45.814+0200
frl:6473990,public,file,frl:6473976,public,"['Refocus on stopping! Replication of reduced right amygdala reactivity to negative, visual primes during inhibition of motor responses']",frl:6473990/data,5844a1a0c7c9017ea76901a14edbf856,1-s2.0-S2666956022000757-main.pdf,application/pdf,2351748,2024-04-04T09:34:47.153+0200,317,317,2024-04-04T09:37:01.081+0200
frl:6473992,public,file,frl:6473979,public,['Autoantibodies against the chemokine receptor 3 predict cardiovascular risk'],frl:6473992/data,87260532b1347f132a1e6b65e579d0c1,ehad666.pdf,application/pdf,1617976,2024-04-04T09:54:40.435+0200,317,317,2024-04-04T09:55:27.527+0200
frl:6473994,public,file,frl:6473982,public,['How Past Work Stressors Influence Psychological Well-Being in the Face of Current Adversity: Affective Reactivity to Adversity as an Explanatory Mechanism'],frl:6473994/data,53c7ab87731935a730c77e807f46ad5a,s10869-023-09922-7.pdf,application/pdf,1127267,2024-04-04T10:06:25.431+0200,317,317,2024-04-04T10:07:10.610+0200
frl:6473996,public,file,frl:6473995,public,['What helps the helpers? Resilience and risk factors for general and profession-specific mental health problems in psychotherapists during the COVID-19 pandemic'],frl:6473996/data,9f46fb6f56cf28f8f4bdd579f02ee684,fpsyg-14-1272199.pdf,application/pdf,1054388,2024-04-04T10:30:14.102+0200,317,317,2024-04-04T10:32:39.554+0200
frl:6474000,public,file,frl:6473999,public,['Dynamic phytomeric growth contributes to local adaptation in barley'],frl:6474000/data,4244caa3e411c710dfdc7ae04f8535b2,Huang-Mol Biol Evol-2024.pdf,application/pdf,6320917,2024-04-04T10:43:23.811+0200,325,317,2024-06-17T07:10:47.983+0200
frl:6474002,public,file,frl:6474001,public,['Integrated multi-omics analyses and genome-wide association studies reveal prime candidate genes of metabolic and vegetative growth variation in canola'],frl:6474002/data,1797d8be0bc635e7b1e1eb9b262ca8df,Knoch-Plant J-2024.pdf,application/pdf,1898359,2024-04-04T11:01:31.758+0200,325,317,2024-06-17T07:08:39.734+0200
frl:6474006,public,file,frl:6474005,public,['Metabolic changes during wheat microspore embryogenesis induction using the highly responsive cultivar Svilena'],frl:6474006/data,be0feb745b5a25b5148844370e5daa73,Perez-Pinar-J Plant Physiol-2024.pdf,application/pdf,5994925,2024-04-04T11:56:32.404+0200,325,317,2024-06-17T07:14:40.017+0200
frl:6474008,public,file,frl:6474007,public,"['High-resolution mapping of Ryd4Hb, a major resistance gene to Barley yellow dwarf virus from Hordeum bulbosum']",frl:6474008/data,301c42da717b52d342b6486f2282e681,Pidon-Theor Appl Genet-2024.pdf,application/pdf,2178551,2024-04-04T12:23:08.426+0200,325,317,2024-06-17T07:47:19.937+0200
frl:6474018,public,file,frl:6474017,public,['Genome-wide analysis for root and leaf architecture traits associated with drought tolerance at the seedling stage in a highly ecologically diverse wheat population'],frl:6474018/data,a7bd907283cd35f1ba1c9b1e428d9a33,Sallam-Comput Struct Biotechnol J-2024.pdf,application/pdf,2847632,2024-04-04T14:22:31.731+0200,325,317,2024-06-17T07:54:16.188+0200
frl:6474022,public,file,frl:6474021,public,['High-throughput spike detection in greenhouse cultivated grain crops with attention mechanisms-based deep learning models'],frl:6474022/data,022730d98117918a005e25aa81455d83,Ullah-Plant Phenomics-2024.pdf,application/pdf,8203334,2024-04-04T14:58:41.475+0200,325,317,2024-06-17T07:56:56.597+0200
frl:6474052,public,file,frl:6439258,public,['COVID and early intervention: the impact of COVID-19 on referrals to an early intervention service'],frl:6474052/data,25b91ee132dee252f77ee3cb7f354cad,covid-and-early-intervention-the-impact-of-covid-19-on-referrals-to-an-early-intervention-service.pdf,application/pdf,47505,2024-04-05T14:39:42.481+0200,25,25,2024-04-05T14:43:31.382+0200
frl:6474060,public,file,frl:6474059,public,['Enhancing a Sphaerobacter thermophilus ω-transaminase for kinetic resolution of β- and γ-amino acids'],frl:6474060/data,297a67b0465c315f27a30d514c6c0905,Wegner-AMB Express-2023.pdf,application/pdf,1794866,2024-04-05T16:58:42.141+0200,325,317,2024-06-17T08:03:41.082+0200
frl:6474064,public,file,frl:6474063,public,['Major chromosome 5H haplotype switch structures the European two-rowed spring barley germplasm of the past 190 years'],frl:6474064/data,cba5a93c562fa1e960cdb601eda3a12a,Wonneberger-Theor Appl Genet-2023.pdf,application/pdf,5977941,2024-04-05T17:23:02.378+0200,325,317,2024-06-17T07:30:42.977+0200
frl:6474066,public,file,frl:6474065,public,['The Arabidopsis thaliana onset of leaf death 12 mutation in the lectin receptor kinase P2K2 results in an autoimmune phenotype'],frl:6474066/data,2c41d263b0a931af816fb50c9bb6a568,Zhao-BMC Plant Biol-2023.pdf,application/pdf,5496757,2024-04-05T17:33:28.365+0200,325,317,2024-06-17T07:31:42.220+0200
frl:6474109,public,file,frl:6474107,public,['Geogefahren unter regionalen Aspekten: Methodik zur integralen Bewertung der Gebirgsstabilität zur Ableitung von Geogefahren unter regionalgeologischen Aspekten'],frl:6474109/data,e2040b6ac22f1fa4f7fcc1aa324d304f,LfULG_Schriftenreihe_10_2023.pdf,application/pdf,13300610,2024-04-08T15:28:33.403+0200,18,18,2024-04-08T15:30:12.694+0200
frl:6474125,public,file,frl:6474124,public,['Barriers and facilitators to implementation of the EU School Fruit and Vegetables Scheme: Cross country study'],frl:6474125/data,dc1584ba2e5d17c93156a15ef70eeaad,Meshkovska-et-al_2023_Barriers and facilitators.pdf,application/pdf,672881,2024-04-09T09:14:26.906+0200,266,317,2024-04-11T06:45:58.427+0200
frl:6474175,public,file,frl:6473587,public,"['Bericht des Krebsregisters Rheinland-Pfalz, 2016']",frl:6474175/data,f06f2cdf301f33c7fa930efec34a50df,Bericht_Krebsregister_RLP_2016.pdf,application/pdf,19224779,2024-04-10T09:58:24.582+0200,339,339,2024-04-10T10:02:51.133+0200
frl:6474177,public,file,frl:6474176,public,['Neural signatures of shared subjective affective engagement and disengagement during movie viewing '],frl:6474177/data,fc4a857a7a5d8cfb1722a7b7430bfdf8,Human Brain Mapping - 2024 - Nanni‐Zepeda - Neural signatures of shared subjective affective engagement and disengagement.pdf,application/pdf,5208458,2024-04-10T10:22:47.353+0200,242,317,2024-04-12T07:05:21.754+0200
frl:6474186,public,file,frl:6474185,public,['Haupteinflussparameter auf die chemischen und olfaktometrischen Emissionen aus chemisch gebundenen Gießerei-Kernbindemitteln im Bereich Eisengießerei'],frl:6474186/data,151cc306022e9158d08ff2549805a622,LfULG_Schriftenreihe_11_2023.pdf,application/pdf,5240664,2024-04-10T11:27:13.904+0200,18,18,2024-04-10T11:28:28.799+0200
frl:6474188,public,file,frl:6474187,public,['INDIzienPROzess – Vertiefende Ermittlungen und Auswertungen von Gewässergütedaten und zusätzlichen Informationen zur Identifikation erforderlicher WRRL-Maßnahmen'],frl:6474188/data,129daf4eaaccf1f32901afee84663aa9,LfULG_Schriftenreihe_12_2023.pdf,application/pdf,3917869,2024-04-10T11:30:56.142+0200,18,18,2024-04-10T11:32:07.195+0200
frl:6474190,public,file,frl:6474189,public,['Ökonomische Berechnungen zu beispielhaften Lösungen in der alternativen Milchvermarktung'],frl:6474190/data,c9461e59f6af03654b28b065d6aa1d48,LfULG_Schriftenreihe_13_2023.pdf,application/pdf,16535474,2024-04-10T11:35:52.302+0200,18,18,2024-04-12T13:49:30.889+0200
frl:6474195,public,file,frl:6474184,public,['A septal-ventral tegmental area circuit drives exploratory behavior '],frl:6474195/data,549ee0e4754d2d99739b7df3c2e95e89,1-s2.0-S0896627323009753-main.pdf,application/pdf,6295608,2024-04-10T13:32:14.944+0200,242,317,2024-04-12T07:07:15.259+0200
frl:6475142,public,file,frl:6475115,public,"['The alpha2 nicotinic acetylcholine receptor, a subunit with unique and selective expression in inhibitory interneurons associated with principal cells ']",frl:6475142/data,5873c662226a5d88cda168df62c52e6a,1-s2.0-S1043661823002517-main.pdf,application/pdf,4719210,2024-04-11T14:42:10.450+0200,242,317,2024-04-12T07:09:27.234+0200
frl:6475235,public,file,frl:6475234,public,['Effect of acute and long-term exercise on leptin levels in depressed outpatients'],frl:6475235/data,c0bae60de646c35a7ca246a0513391c9,s12889-023-17362-4.pdf,application/pdf,1375321,2024-04-12T09:33:47.362+0200,317,317,2024-04-12T09:34:31.034+0200
frl:6475239,public,file,frl:6475238,public,['Adherence to Healthy and Sustainable Dietary Patterns and Long-Term Chronic Inflammation: Data from the EPIC-Potsdam Cohort'],frl:6475239/data,6eeb939070e81c292b66735436c87d95,s12603-023-2010-1.pdf,application/pdf,1012153,2024-04-12T10:05:00.279+0200,317,317,2024-04-12T10:05:42.871+0200
frl:6475243,public,file,frl:6475242,public,['The link between obesity and aging - insights into cardiac energy metabolism'],frl:6475243/data,7d503e4646418aeb2e3e836fdffd8353,1-s2.0-S0047637423000969-main.pdf,application/pdf,4152235,2024-04-12T10:25:35.342+0200,317,317,2024-04-12T10:26:17.341+0200
frl:6475251,public,file,frl:6475250,public,['Cardiac iron metabolism during aging – Role of inflammation and proteolysis'],frl:6475251/data,9633a453e3e7a5ca75d50b13565f740c,1-s2.0-S0047637423000957-main.pdf,application/pdf,3239244,2024-04-12T11:32:29.385+0200,317,317,2024-04-12T11:33:14.496+0200
frl:6475259,public,file,frl:6475258,public,['Association between Protein Intake and Diabetes Complications Risk Following Incident Type 2 Diabetes: The EPIC-Potsdam Study'],frl:6475259/data,abceea371c5d9c82b91ceb59d4fe221e,metabolites-14-00172-v2.pdf,application/pdf,591964,2024-04-15T09:12:52.912+0200,317,317,2024-04-15T09:13:45.003+0200
frl:6475261,public,file,frl:6475260,public,['Associations of circulating GDF15 with combined cognitive frailty and depression in older adults of the MARK-AGE study'],frl:6475261/data,3cd9b971980b62a9752eff8135e4005c,s11357-023-00902-6.pdf,application/pdf,788268,2024-04-15T09:25:37.575+0200,317,317,2024-04-15T09:26:26.931+0200
frl:6475263,public,file,frl:6475262,public,['Novel markers and networks related to restored skeletal muscle transcriptome after bariatric surgery'],frl:6475263/data,046ff73e9f06444940045966f80e4167,Obesity - 2023 - Ouni - Novel markers and networks related to restored skeletal muscle transcriptome after bariatric.pdf,application/pdf,3634496,2024-04-15T09:34:32.993+0200,317,317,2024-04-15T09:35:17.880+0200
frl:6475265,public,file,frl:6475264,public,['Postprandial Micronutrient Variability and Bioavailability: An Interventional Meal Study in Young vs. Old Participants'],frl:6475265/data,17b0cb02585da5a7d2b9b8551c03b1c6,nutrients-16-00625-v3.pdf,application/pdf,2246507,2024-04-15T09:58:58.964+0200,317,317,2024-04-15T09:59:42.595+0200
frl:6475269,public,file,frl:6475268,public,['Water-Soluble Coffee Melanoidins Inhibit Digestive Proteases'],frl:6475269/data,733d3ec259c7e791fca23dff47ada147,raupbach-et-al-2024-water-soluble-coffee-melanoidins-inhibit-digestive-proteases.pdf,application/pdf,2268799,2024-04-15T10:12:37.470+0200,317,317,2024-04-15T10:13:19.439+0200
frl:6475272,public,file,frl:6475271,public,['Changing from lipoprotein apheresis to evolocumab treatment lowers circulating levels of arachidonic acid and oxylipins'],frl:6475272/data,c796b035d0dcb19126bea3e06e5f15d0,1-s2.0-S2667089524000051-main.pdf,application/pdf,646348,2024-04-15T10:21:13.069+0200,317,317,2024-04-15T10:21:53.515+0200
frl:6475274,public,file,frl:6475273,public,['Jahresbericht 2020'],frl:6475274/data,f876136d2cd490ad0b98dcf1391551a9,jahresbericht-2020.pdf,application/pdf,3463019,2024-04-15T13:53:31.248+0200,337,337,2024-04-18T10:27:23.114+0200
frl:6475276,public,file,frl:6475275,public,['Jahresbericht 2019'],frl:6475276/data,8ca7f0c5969987d7b3456c0f7406e32f,jahresbericht-2019.pdf,application/pdf,376716,2024-04-15T13:58:47.102+0200,337,337,2024-04-18T13:11:41.358+0200
frl:6475284,public,file,frl:6475283,public,['Protein intake and type 2 diabetes mellitus: an umbrella review of systematic reviews for the evidence-based guideline for protein intake of the German Nutrition Society'],frl:6475284/data,1c4562855629f6821960c06d8cf1d106,s00394-023-03234-5.pdf,application/pdf,870500,2024-04-15T14:10:18.685+0200,317,317,2024-04-15T14:10:59.798+0200
frl:6475286,public,file,frl:6475285,public,['Jahresbericht 2016'],frl:6475286/data,b846534b9e3d309394435a08400b6b23,jahresbericht-2016.pdf,application/pdf,2378043,2024-04-15T14:11:39.745+0200,337,337,2024-04-18T13:15:30.957+0200
frl:6475289,public,file,frl:6475287,public,['Jahresbericht 2015'],frl:6475289/data,db23014808c1d90cbdcbbb3d80789655,jahresbericht-2015.pdf,application/pdf,1907192,2024-04-15T14:16:32.442+0200,337,337,2024-04-18T13:17:27.724+0200
frl:6475292,public,file,frl:6475291,public,['Jahresbericht 2014'],frl:6475292/data,3a43e72f238a6393770547eecc83cbdd,jahresbericht-2014.pdf,application/pdf,2222548,2024-04-15T14:20:31.843+0200,337,337,2024-04-18T13:18:51.937+0200
frl:6475298,public,file,frl:6475297,public,['Das Leistungsgeschehen in der vertragsärztlichen Versorgung im Jahr 2022'],frl:6475298/data,9eae31029f050276c115e07eabd51e65,GKV Frequenzstatistik 2022 18042024 klein.pdf,application/pdf,2782023,2024-04-16T11:53:19.614+0200,339,339,2024-04-23T07:59:28.321+0200
frl:6475301,public,file,frl:6475300,public,['Use of acitretin among girls and women of childbearing age and occurrence of acitretin-exposed pregnancies in Germany'],frl:6475301/data,3559e1d6e4bebcbf29f48687860e3f98,Reinold-et-al_2023_Use of Acitretin Among Girls.pdf,application/pdf,873353,2024-04-16T12:50:46.790+0200,266,317,2024-04-19T11:53:11.016+0200
frl:6475303,public,file,frl:6475302,public,['The Use of Machine Translation for Outreach and Health Communication in Epidemiology and Public Health: Scoping Review\n'],frl:6475303/data,980ed0c6086425a896f0f872d6e86784,Herrera-Espejel-et-al_2023_The Use of Machine Translation for Outreach and Health Communication.pdf,application/pdf,1156711,2024-04-16T13:25:41.014+0200,266,317,2024-04-19T14:20:14.171+0200
